X1,X2,X3,X4,X5,X6
10,0.84953,-0.1,-0.1,0.062455,46.471
12,0.84803,-0.1,-0.1,0.054529,77.094
14,0.84599,-0.1,-0.1,0.047714,85.8
2,0.95259,-0.1,-0.1,0.086822,34.578
4,0.93646,-0.1,-0.1,0.073948,46.762
6,0.90457,-0.1,-0.1,0.071112,48.983
8,0.88917,-0.1,-0.1,0.063099,62.707
10,0.85737,-0.1,-0.1,0.061993,59.033
12,0.85895,-0.1,-0.1,0.050581,79.2
14,0.85568,-0.1,-0.1,0.044886,103.62
2,0.95851,-0.1,-0.1,0.075117,39.234
4,0.93039,-0.1,-0.1,0.080853,42.008
6,0.90576,-0.1,-0.1,0.071069,50.082
8,0.87732,-0.1,-0.1,0.070137,52.338
10,0.86856,-0.1,-0.1,0.057111,72.51
12,0.86874,-0.1,-0.1,0.047201,91.245
14,0.86989,-0.1,-0.1,0.040886,127.66
2,0.95061,-0.1,-0.1,0.089937,31.518
4,0.93521,-0.1,-0.1,0.075635,46.581
6,0.90558,-0.1,-0.1,0.070207,51.212
8,0.88964,-0.1,-0.1,0.062777,64.722
10,0.87924,-0.1,-0.1,0.05126,86.287
12,0.87999,-0.1,-0.1,0.042946,124.16
14,0.87782,-0.1,-0.1,0.037891,137.73
2,0.95113,-0.1,-0.1,0.089206,31.382
4,0.9233,-0.1,-0.1,0.089452,35.51
6,0.92244,-0.1,-0.1,0.058258,71.729
8,0.88972,-0.1,-0.1,0.062418,62.327
10,0.88815,-0.1,-0.1,0.046659,97.303
12,0.88676,-0.1,-0.1,0.040052,135.49
14,0.88934,-0.1,-0.1,0.033131,197.67
2,0.95222,-0.1,-0.1,0.08713,32.535
4,0.93728,-0.1,-0.1,0.073297,47.469
6,0.90297,-0.1,-0.1,0.071857,43.549
8,0.8985,-0.1,-0.1,0.058145,76.501
10,0.89825,-0.1,-0.1,0.043623,112.53
12,0.89834,-0.1,-0.1,0.036515,149.87
14,0.89897,-0.1,-0.1,0.0322,173.82
2,0.94803,-0.1,-0.1,0.094392,29.376
4,0.93255,-0.1,-0.1,0.078171,44.188
6,0.92035,-0.1,-0.1,0.059939,68.427
8,0.90918,-0.1,-0.1,0.052473,89.902
10,0.90693,-0.1,-0.1,0.039619,130.5
12,0.90813,-0.1,-0.1,0.033255,236.97
14,0.90525,-0.1,-0.1,0.030111,285.44
2,0.94669,-0.1,-0.1,0.096956,28.896
4,0.93075,-0.1,-0.1,0.08089,40.997
6,0.9199,-0.1,-0.1,0.06027,66.139
8,0.91862,-0.1,-0.1,0.046303,106.09
10,0.91923,-0.1,-0.1,0.034778,198.48
12,0.91577,-0.1,-0.1,0.029853,230.72
14,0.91506,-0.1,-0.1,0.026934,285.2
2,0.94459,-0.1,-0.1,0.10088,26.257
4,0.94043,-0.1,-0.1,0.069658,50.943
6,0.92971,-0.1,-0.1,0.05319,89.342
8,0.92953,-0.1,-0.1,0.040325,135.91
10,0.92705,-0.1,-0.1,0.030957,192.36
12,0.92983,-0.1,-0.1,0.025634,368.76
14,0.92626,-0.1,-0.1,0.023037,377.59
2,0.95484,-0.1,-0.1,0.082518,36.082
4,0.93995,-0.1,-0.1,0.070186,51.769
6,0.93913,-0.1,-0.1,0.045717,108
8,0.93941,-0.1,-0.1,0.034211,199.29
10,0.93794,-0.1,-0.1,0.02621,380.97
12,0.93789,-0.1,-0.1,0.022565,339.16
14,0.93745,-0.1,-0.1,0.019889,593.58
2,0.94999,-0.1,-0.1,0.091494,30.939
4,0.9498,-0.1,-0.1,0.058638,66.877
6,0.94992,-0.1,-0.1,0.037874,133.43
8,0.9486,-0.1,-0.1,0.029311,219.91
10,0.94951,-0.1,-0.1,0.021323,357.38
12,0.9474,-0.1,-0.1,0.018968,493.72
14,0.94945,-0.1,-0.1,0.015874,624.88
2,0.95994,-0.1,-0.1,0.073472,42.77
4,0.95959,-0.1,-0.1,0.047287,102.28
6,0.95961,-0.1,-0.1,0.030492,209.09
8,0.95806,-0.1,-0.1,0.024048,275.59
10,0.95791,-0.1,-0.1,0.017568,535.09
12,0.95592,-0.1,-0.1,0.01539,778.54
14,0.95868,-0.1,-0.1,0.012967,1210.9
2,0.96421,0,-0.1,0.06582,60.238
4,0.95035,0,-0.1,0.058792,83.821
6,0.91874,0,-0.1,0.061744,81.22
8,0.89069,0,-0.1,0.062531,76.897
10,0.87497,0,-0.1,0.054882,92.536
12,0.86551,0,-0.1,0.0494,116.29
14,0.83854,0,-0.1,0.0506,98.217
2,0.95894,0,-0.1,0.076099,50.654
4,0.9369,0,-0.1,0.074315,55.834
6,0.92828,0,-0.1,0.054708,92.059
8,0.88642,0,-0.1,0.065182,72.71
10,0.88636,0,-0.1,0.049217,115.91
12,0.84996,0,-0.1,0.055174,94.918
14,0.84914,0,-0.1,0.048084,115.79
2,0.95663,0,-0.1,0.08036,45.546
4,0.94345,0,-0.1,0.066772,70.282
6,0.91824,0,-0.1,0.062477,81.989
8,0.89615,0,-0.1,0.060112,91.078
10,0.87533,0,-0.1,0.054067,102.35
12,0.86118,0,-0.1,0.050389,105.8
14,0.85999,0,-0.1,0.043619,152.66
2,0.95759,0,-0.1,0.078418,46.845
4,0.94021,0,-0.1,0.069957,61.518
6,0.92351,0,-0.1,0.058617,88.91
8,0.89441,0,-0.1,0.061643,80.108
10,0.87493,0,-0.1,0.05473,90.759
12,0.86837,0,-0.1,0.048764,103.98
14,0.86883,0,-0.1,0.041438,166.89
2,0.96236,0,-0.1,0.069741,56.058
4,0.9378,0,-0.1,0.073305,60.417
6,0.91364,0,-0.1,0.066052,68.22
8,0.89681,0,-0.1,0.059499,77.074
10,0.87801,0,-0.1,0.05299,90.763
12,0.87594,0,-0.1,0.045357,149.52
14,0.87824,0,-0.1,0.03818,176.89
2,0.96013,0,-0.1,0.073667,49.986
4,0.93988,0,-0.1,0.070412,67.275
6,0.90691,0,-0.1,0.071148,62.416
8,0.88862,0,-0.1,0.064141,76.813
10,0.88895,0,-0.1,0.047546,117.91
12,0.88853,0,-0.1,0.040784,152.33
14,0.88569,0,-0.1,0.036145,202.06
2,0.96037,0,-0.1,0.072985,50.981
4,0.95129,0,-0.1,0.057216,81.228
6,0.923,0,-0.1,0.058574,84.556
8,0.89939,0,-0.1,0.057654,88.643
10,0.89821,0,-0.1,0.043902,162.45
12,0.89664,0,-0.1,0.03759,198.51
14,0.89885,0,-0.1,0.031841,271.26
2,0.96424,0,-0.1,0.066253,59.52
4,0.94079,0,-0.1,0.069625,66.255
6,0.91211,0,-0.1,0.06656,65.884
8,0.90913,0,-0.1,0.051996,101.12
10,0.90966,0,-0.1,0.038898,181.89
12,0.90767,0,-0.1,0.034486,248.68
14,0.90906,0,-0.1,0.029023,331.89
2,0.95933,0,-0.1,0.07491,49.219
4,0.94452,0,-0.1,0.065305,71.705
6,0.91947,0,-0.1,0.061062,80.677
8,0.9192,0,-0.1,0.046273,140.37
10,0.91972,0,-0.1,0.034756,245.51
12,0.9173,0,-0.1,0.030152,289.11
14,0.91946,0,-0.1,0.024733,435.08
2,0.9583,0,-0.1,0.076669,47.111
4,0.94613,0,-0.1,0.063252,72.391
6,0.92921,0,-0.1,0.053757,108.27
8,0.92937,0,-0.1,0.040748,149.94
10,0.92809,0,-0.1,0.030987,248.58
12,0.92884,0,-0.1,0.026374,393.63
14,0.92772,0,-0.1,0.022663,575.27
2,0.95848,0,-0.1,0.076702,48.273
4,0.94597,0,-0.1,0.063618,68.305
6,0.93944,0,-0.1,0.046134,127.76
8,0.93969,0,-0.1,0.034147,216.43
10,0.93897,0,-0.1,0.026869,436.45
12,0.93751,0,-0.1,0.022248,398.14
14,0.93717,0,-0.1,0.019523,791.45
2,0.96483,0,-0.1,0.064795,60.677
4,0.94956,0,-0.1,0.058806,81.002
6,0.9487,0,-0.1,0.039302,163.36
8,0.94833,0,-0.1,0.029858,279.37
10,0.94806,0,-0.1,0.022121,497.62
12,0.94745,0,-0.1,0.018931,640.6
14,0.94415,0,-0.1,0.017281,693.29
2,0.95998,0,-0.1,0.073751,49.943
4,0.95981,0,-0.1,0.047568,112.18
6,0.95901,0,-0.1,0.031546,229.65
8,0.95925,0,-0.1,0.023598,420.17
10,0.95995,0,-0.1,0.017446,565.2
12,0.95862,0,-0.1,0.014961,848.04
14,0.95253,0,-0.1,0.015009,784.62
2,0.95761,0.2,-0.1,0.077246,59.841
4,0.9363,0.2,-0.1,0.074189,74.821
6,0.9048,0.2,-0.1,0.070596,81.09
8,0.8674,0.2,-0.1,0.074852,72.458
10,0.84927,0.2,-0.1,0.063333,92.17
12,0.83793,0.2,-0.1,0.058672,97.832
14,0.83766,0.2,-0.1,0.049627,142.57
2,0.94791,0.2,-0.1,0.095052,45.481
4,0.92887,0.2,-0.1,0.082607,62.828
6,0.90971,0.2,-0.1,0.067809,85.783
8,0.88278,0.2,-0.1,0.066813,83.944
10,0.84896,0.2,-0.1,0.064018,83.968
12,0.86988,0.2,-0.1,0.04712,163.47
14,0.84611,0.2,-0.1,0.04798,147.83
2,0.95091,0.2,-0.1,0.089188,51.59
4,0.92935,0.2,-0.1,0.082149,64.166
6,0.90305,0.2,-0.1,0.072705,79.035
8,0.89235,0.2,-0.1,0.060987,104.66
10,0.85989,0.2,-0.1,0.058642,112.93
12,0.85973,0.2,-0.1,0.048932,158.28
14,0.85933,0.2,-0.1,0.044804,156.39
2,0.95544,0.2,-0.1,0.081474,56.153
4,0.94317,0.2,-0.1,0.066523,79.873
6,0.90422,0.2,-0.1,0.071295,83.499
8,0.86969,0.2,-0.1,0.073452,73.94
10,0.86949,0.2,-0.1,0.055597,117.77
12,0.86829,0.2,-0.1,0.047694,153.84
14,0.86822,0.2,-0.1,0.041647,207.37
2,0.96323,0.2,-0.1,0.067124,73.589
4,0.92839,0.2,-0.1,0.084203,62.52
6,0.90343,0.2,-0.1,0.071882,73.79
8,0.87879,0.2,-0.1,0.068659,86.148
10,0.87902,0.2,-0.1,0.051968,130.45
12,0.87804,0.2,-0.1,0.044258,159.4
14,0.8789,0.2,-0.1,0.037551,265.78
2,0.94799,0.2,-0.1,0.094904,44.36
4,0.92209,0.2,-0.1,0.090464,56.185
6,0.89937,0.2,-0.1,0.075531,72.939
8,0.90356,0.2,-0.1,0.055259,118.8
10,0.88983,0.2,-0.1,0.04611,147.29
12,0.8873,0.2,-0.1,0.040582,220
14,0.88703,0.2,-0.1,0.035779,226.75
2,0.94454,0.2,-0.1,0.10052,43.548
4,0.9293,0.2,-0.1,0.082279,64.476
6,0.91385,0.2,-0.1,0.064248,88.226
8,0.89973,0.2,-0.1,0.057269,121.42
10,0.89671,0.2,-0.1,0.043503,160.62
12,0.89608,0.2,-0.1,0.037942,240.7
14,0.89495,0.2,-0.1,0.033528,302.7
2,0.94975,0.2,-0.1,0.091512,48.133
4,0.93224,0.2,-0.1,0.079615,65.557
6,0.90987,0.2,-0.1,0.067849,83.227
8,0.90827,0.2,-0.1,0.051645,144.65
10,0.90988,0.2,-0.1,0.038883,220.19
12,0.90743,0.2,-0.1,0.033467,288.13
14,0.90741,0.2,-0.1,0.028573,398.69
2,0.95272,0.2,-0.1,0.086446,51.921
4,0.92587,0.2,-0.1,0.086803,58.997
6,0.9197,0.2,-0.1,0.060672,97.758
8,0.91999,0.2,-0.1,0.046139,173.1
10,0.91737,0.2,-0.1,0.035372,253.09
12,0.9182,0.2,-0.1,0.02917,365.23
14,0.91792,0.2,-0.1,0.025281,535.16
2,0.95911,0.2,-0.1,0.074657,63.414
4,0.93878,0.2,-0.1,0.071467,77.241
6,0.92991,0.2,-0.1,0.053201,133.39
8,0.92773,0.2,-0.1,0.040827,225.75
10,0.92727,0.2,-0.1,0.031525,316.07
12,0.92842,0.2,-0.1,0.025823,496.18
14,0.9286,0.2,-0.1,0.022004,625.24
2,0.94465,0.2,-0.1,0.1004,42.156
4,0.94005,0.2,-0.1,0.070083,80.571
6,0.93918,0.2,-0.1,0.045875,165.63
8,0.9394,0.2,-0.1,0.034761,274.24
10,0.93712,0.2,-0.1,0.02688,480.83
12,0.93517,0.2,-0.1,0.022698,535.16
14,0.93746,0.2,-0.1,0.019852,736.15
2,0.95954,0.2,-0.1,0.073838,65.216
4,0.94973,0.2,-0.1,0.05867,104.97
6,0.94991,0.2,-0.1,0.037762,202.04
8,0.94969,0.2,-0.1,0.028588,372.82
10,0.94944,0.2,-0.1,0.021362,498.68
12,0.94784,0.2,-0.1,0.018768,872.46
14,0.94767,0.2,-0.1,0.015946,854.75
2,0.96617,0.2,-0.1,0.061733,81.509
4,0.9597,0.2,-0.1,0.047005,160.8
6,0.95986,0.2,-0.1,0.030702,305.46
8,0.95953,0.2,-0.1,0.022841,694.91
10,0.95909,0.2,-0.1,0.017299,1024.1
12,0.95898,0.2,-0.1,0.014783,1172.2
14,0.95865,0.2,-0.1,0.013022,1184.1
2,0.94637,1,-0.1,0.093647,56.806
4,0.89748,1,-0.1,0.11314,48.059
6,0.89144,1,-0.1,0.074997,82.37
8,0.84985,1,-0.1,0.080097,73.004
10,0.83951,1,-0.1,0.063826,91.129
12,0.83936,1,-0.1,0.053184,124.21
14,0.83938,1,-0.1,0.047361,164.2
2,0.93472,1,-0.1,0.11386,42.485
4,0.9083,1,-0.1,0.10155,57.572
6,0.87742,1,-0.1,0.086163,64.627
8,0.85526,1,-0.1,0.075963,79.845
10,0.84902,1,-0.1,0.060997,116.65
12,0.84787,1,-0.1,0.051088,159.76
14,0.84526,1,-0.1,0.046549,196.32
2,0.94852,1,-0.1,0.08931,56.965
4,0.92138,1,-0.1,0.087832,71.515
6,0.87226,1,-0.1,0.088715,58.693
8,0.85979,1,-0.1,0.073941,86.057
10,0.8584,1,-0.1,0.057119,111.43
12,0.85687,1,-0.1,0.04711,177.33
14,0.85668,1,-0.1,0.041581,278.46
2,0.94147,1,-0.1,0.10163,50.806
4,0.90103,1,-0.1,0.11035,48.118
6,0.86987,1,-0.1,0.091883,54.792
8,0.86933,1,-0.1,0.069476,97.856
10,0.86831,1,-0.1,0.052053,151.2
12,0.86756,1,-0.1,0.043944,216.15
14,0.86999,1,-0.1,0.038482,308.17
2,0.93439,1,-0.1,0.1142,41.217
4,0.91807,1,-0.1,0.091929,60.841
6,0.8799,1,-0.1,0.08433,67.96
8,0.87996,1,-0.1,0.063163,114.67
10,0.87691,1,-0.1,0.048352,166.62
12,0.87786,1,-0.1,0.040652,208.66
14,0.87857,1,-0.1,0.036491,290.48
2,0.93752,1,-0.1,0.10872,44.322
4,0.89626,1,-0.1,0.11629,45.208
6,0.88945,1,-0.1,0.076917,79.725
8,0.88828,1,-0.1,0.059939,122.03
10,0.88863,1,-0.1,0.043025,210.21
12,0.88984,1,-0.1,0.036908,323.83
14,0.88752,1,-0.1,0.031652,395.77
2,0.94857,1,-0.1,0.089554,58.655
4,0.91528,1,-0.1,0.094641,64.032
6,0.89999,1,-0.1,0.071972,81.763
8,0.89873,1,-0.1,0.055005,163.22
10,0.89919,1,-0.1,0.040229,237.08
12,0.89827,1,-0.1,0.034008,317.5
14,0.8976,1,-0.1,0.029084,376.32
2,0.94505,1,-0.1,0.096459,53.649
4,0.92332,1,-0.1,0.085827,69.541
6,0.90984,1,-0.1,0.0636,105.7
8,0.90893,1,-0.1,0.049856,142.41
10,0.90808,1,-0.1,0.036609,210.86
12,0.90883,1,-0.1,0.0309,364.04
14,0.90532,1,-0.1,0.02816,384.49
2,0.94664,1,-0.1,0.092478,56.377
4,0.91994,1,-0.1,0.089687,68.175
6,0.91912,1,-0.1,0.055953,135.56
8,0.91983,1,-0.1,0.042628,197.91
10,0.91897,1,-0.1,0.03187,387.95
12,0.91802,1,-0.1,0.027771,373.91
14,0.91662,1,-0.1,0.02454,776.47
2,0.9426,1,-0.1,0.10158,48.873
4,0.93367,1,-0.1,0.074797,81.447
6,0.92979,1,-0.1,0.049809,157.11
8,0.92915,1,-0.1,0.038022,256.41
10,0.92858,1,-0.1,0.02825,324.1
12,0.92775,1,-0.1,0.025259,472.84
14,0.92673,1,-0.1,0.022195,812.09
2,0.93997,1,-0.1,0.10547,45.705
4,0.93995,1,-0.1,0.06658,101.65
6,0.93888,1,-0.1,0.044173,190.54
8,0.93919,1,-0.1,0.033026,326.5
10,0.93998,1,-0.1,0.024386,567.85
12,0.93881,1,-0.1,0.020351,654.33
14,0.93869,1,-0.1,0.01761,935.64
2,0.94993,1,-0.1,0.087761,60.223
4,0.94954,1,-0.1,0.055983,151.19
6,0.94869,1,-0.1,0.036756,254.08
8,0.94997,1,-0.1,0.027442,398.2
10,0.94679,1,-0.1,0.021418,727.82
12,0.94823,1,-0.1,0.017598,849.01
14,0.94546,1,-0.1,0.016398,991.83
2,0.95989,1,-0.1,0.069315,80.473
4,0.95953,1,-0.1,0.045947,176.24
6,0.95919,1,-0.1,0.028347,440.17
8,0.95852,1,-0.1,0.02265,543.79
10,0.95785,1,-0.1,0.016901,800.45
12,0.95588,1,-0.1,0.014699,1212.3
14,0.95551,1,-0.1,0.012751,1286.4
2,0.95818,-0.5,0,0.075696,39.776
4,0.96144,-0.5,0,0.044257,102.5
6,0.92013,-0.5,0,0.058089,74.559
8,0.89322,-0.5,0,0.058499,65.468
10,0.86664,-0.5,0,0.053228,72.544
12,0.85035,-0.5,0,0.050529,72.546
14,0.83808,-0.5,0,0.047582,90.228
2,0.96076,-0.5,0,0.070745,42.768
4,0.9393,-0.5,0,0.069199,51.694
6,0.89755,-0.5,0,0.073993,45.136
8,0.87291,-0.5,0,0.069888,43.353
10,0.84665,-0.5,0,0.062367,53.53
12,0.86501,-0.5,0,0.045133,93.306
14,0.85002,-0.5,0,0.043561,109.08
2,0.96084,-0.5,0,0.070909,46.013
4,0.93864,-0.5,0,0.069981,48.607
6,0.89722,-0.5,0,0.075635,42.24
8,0.89036,-0.5,0,0.061351,62.119
10,0.85996,-0.5,0,0.057549,59.969
12,0.85446,-0.5,0,0.05041,75.21
14,0.85627,-0.5,0,0.042583,123.03
2,0.95815,-0.5,0,0.074816,39.131
4,0.94802,-0.5,0,0.060671,66.83
6,0.93195,-0.5,0,0.049575,81.055
8,0.88255,-0.5,0,0.0633,58.638
10,0.8663,-0.5,0,0.055234,65.016
12,0.8697,-0.5,0,0.044857,89.352
14,0.86966,-0.5,0,0.038031,156.23
2,0.96827,-0.5,0,0.056979,58.011
4,0.93847,-0.5,0,0.071907,50.045
6,0.91105,-0.5,0,0.065146,59.343
8,0.90566,-0.5,0,0.051944,76.071
10,0.87885,-0.5,0,0.049404,91.09
12,0.87996,-0.5,0,0.041301,119.91
14,0.87927,-0.5,0,0.035718,154.92
2,0.96275,-0.5,0,0.067441,48.29
4,0.93841,-0.5,0,0.070823,51.294
6,0.92627,-0.5,0,0.053853,81.674
8,0.9009,-0.5,0,0.054464,77.913
10,0.88948,-0.5,0,0.045328,108.84
12,0.88741,-0.5,0,0.038161,124.95
14,0.88673,-0.5,0,0.034194,180.9
2,0.95532,-0.5,0,0.081277,35.027
4,0.93963,-0.5,0,0.069948,47.408
6,0.90747,-0.5,0,0.06842,49.09
8,0.89937,-0.5,0,0.055533,76.968
10,0.89758,-0.5,0,0.042324,106.56
12,0.89511,-0.5,0,0.035872,140.87
14,0.89307,-0.5,0,0.032959,188.62
2,0.9636,-0.5,0,0.066441,49.457
4,0.9398,-0.5,0,0.069961,52.872
6,0.90887,-0.5,0,0.065076,49.241
8,0.90962,-0.5,0,0.049492,86.63
10,0.90726,-0.5,0,0.036759,150.67
12,0.90838,-0.5,0,0.030783,209.21
14,0.90929,-0.5,0,0.027592,224.37
2,0.97085,-0.5,0,0.052594,63.921
4,0.93834,-0.5,0,0.071052,48.379
6,0.91995,-0.5,0,0.057826,67.485
8,0.91784,-0.5,0,0.045275,114.33
10,0.91917,-0.5,0,0.033443,191.6
12,0.9199,-0.5,0,0.026824,243.26
14,0.91466,-0.5,0,0.025125,246.52
2,0.95605,-0.5,0,0.080025,37.14
4,0.95502,-0.5,0,0.051307,90.158
6,0.92995,-0.5,0,0.05072,93.309
8,0.92893,-0.5,0,0.039355,122.31
10,0.92727,-0.5,0,0.028645,228.31
12,0.92671,-0.5,0,0.02567,236.87
14,0.92736,-0.5,0,0.022124,354.34
2,0.9698,-0.5,0,0.054718,62.871
4,0.94527,-0.5,0,0.064747,60.981
6,0.93929,-0.5,0,0.043696,109.47
8,0.9396,-0.5,0,0.033678,185.86
10,0.93821,-0.5,0,0.024956,263.05
12,0.93405,-0.5,0,0.02232,380.33
14,0.93612,-0.5,0,0.019179,445.79
2,0.95832,-0.5,0,0.075318,37.929
4,0.94953,-0.5,0,0.059129,72.612
6,0.94957,-0.5,0,0.036799,129.48
8,0.94785,-0.5,0,0.028935,238.09
10,0.94636,-0.5,0,0.020226,326.13
12,0.94558,-0.5,0,0.019061,491.31
14,0.94374,-0.5,0,0.01654,427.17
2,0.96794,-0.5,0,0.058222,60.429
4,0.95945,-0.5,0,0.046568,87.326
6,0.95969,-0.5,0,0.029499,189.96
8,0.95978,-0.5,0,0.022441,297.08
10,0.95885,-0.5,0,0.016701,403.57
12,0.95832,-0.5,0,0.01436,667.12
14,0.95292,-0.5,0,0.01428,681.41
2,0.96193,-0.1,0,0.066233,46.501
4,0.94461,-0.1,0,0.063003,62.344
6,0.92161,-0.1,0,0.058306,74.913
8,0.88988,-0.1,0,0.061866,67.61
10,0.85054,-0.1,0,0.06326,58.06
12,0.841,-0.1,0,0.056567,74.321
14,0.83555,-0.1,0,0.050606,83.147
2,0.9635,-0.1,0,0.064792,49.595
4,0.94408,-0.1,0,0.062612,57.336
6,0.93338,-0.1,0,0.049195,97.116
8,0.90479,-0.1,0,0.053005,96.304
10,0.86336,-0.1,0,0.057803,72.745
12,0.84879,-0.1,0,0.054473,69.702
14,0.84984,-0.1,0,0.045321,110.83
2,0.97357,-0.1,0,0.045905,76.83
4,0.94216,-0.1,0,0.065728,56.427
6,0.91541,-0.1,0,0.061279,66.632
8,0.89863,-0.1,0,0.056877,79.644
10,0.86664,-0.1,0,0.055203,76.644
12,0.85946,-0.1,0,0.049716,85.191
14,0.85955,-0.1,0,0.042916,115.79
2,0.95592,-0.1,0,0.078119,37.953
4,0.94447,-0.1,0,0.062119,61.79
6,0.91433,-0.1,0,0.062606,64.911
8,0.89441,-0.1,0,0.059122,77.44
10,0.86998,-0.1,0,0.056446,78.275
12,0.86865,-0.1,0,0.047075,87.446
14,0.86977,-0.1,0,0.040412,172.94
2,0.95738,-0.1,0,0.073911,39.923
4,0.94522,-0.1,0,0.060596,63.331
6,0.90816,-0.1,0,0.068228,56.577
8,0.88704,-0.1,0,0.062529,68.076
10,0.88918,-0.1,0,0.046586,100.44
12,0.87989,-0.1,0,0.04223,126.97
14,0.87968,-0.1,0,0.03628,141.51
2,0.96531,-0.1,0,0.061466,53.873
4,0.9434,-0.1,0,0.064492,61.647
6,0.91093,-0.1,0,0.064735,59.99
8,0.90357,-0.1,0,0.051593,95.749
10,0.88942,-0.1,0,0.046121,105.33
12,0.88561,-0.1,0,0.040957,138.97
14,0.88887,-0.1,0,0.035277,161.75
2,0.96191,-0.1,0,0.06688,46.302
4,0.94078,-0.1,0,0.06646,56.957
6,0.91757,-0.1,0,0.060399,67.183
8,0.89966,-0.1,0,0.056966,80.197
10,0.89815,-0.1,0,0.043553,135.3
12,0.89875,-0.1,0,0.03542,174.01
14,0.89793,-0.1,0,0.031503,228.49
2,0.96925,-0.1,0,0.053259,60.756
4,0.94813,-0.1,0,0.058732,66.135
6,0.92281,-0.1,0,0.057084,76.364
8,0.90952,-0.1,0,0.049171,109.56
10,0.90902,-0.1,0,0.037885,147.21
12,0.90783,-0.1,0,0.032907,203.09
14,0.90742,-0.1,0,0.028357,311.37
2,0.96101,-0.1,0,0.068855,45.085
4,0.93915,-0.1,0,0.067925,52.187
6,0.91928,-0.1,0,0.059182,70.648
8,0.91893,-0.1,0,0.046057,113.49
10,0.91966,-0.1,0,0.033685,205.38
12,0.91652,-0.1,0,0.030024,227.85
14,0.91744,-0.1,0,0.024641,304.28
2,0.95265,-0.1,0,0.082089,35.415
4,0.93851,-0.1,0,0.068807,51.692
6,0.93901,-0.1,0,0.045168,107.72
8,0.92885,-0.1,0,0.039257,144.56
10,0.92964,-0.1,0,0.028986,195.97
12,0.92606,-0.1,0,0.025665,319.43
14,0.92665,-0.1,0,0.022904,368.23
2,0.96114,-0.1,0,0.069558,45.336
4,0.94197,-0.1,0,0.065035,57.081
6,0.93923,-0.1,0,0.044463,117.87
8,0.93929,-0.1,0,0.033328,176.15
10,0.93802,-0.1,0,0.025434,295.26
12,0.93677,-0.1,0,0.022622,399.04
14,0.93889,-0.1,0,0.019054,437.23
2,0.95999,-0.1,0,0.071067,43.888
4,0.9602,-0.1,0,0.045558,96.445
6,0.94966,-0.1,0,0.037217,146.54
8,0.94938,-0.1,0,0.028486,234.29
10,0.94797,-0.1,0,0.021739,360.93
12,0.94741,-0.1,0,0.018711,375.07
14,0.94608,-0.1,0,0.016416,684.63
2,0.96058,-0.1,0,0.069053,43.763
4,0.95989,-0.1,0,0.043981,93.891
6,0.95901,-0.1,0,0.030552,181.41
8,0.95907,-0.1,0,0.023196,331.28
10,0.95838,-0.1,0,0.017816,444.53
12,0.95716,-0.1,0,0.015338,633.22
14,0.95686,-0.1,0,0.012442,1063.7
2,0.96032,0,0,0.068866,45.315
4,0.94544,0,0,0.061218,66.81
6,0.92887,0,0,0.052209,86.693
8,0.90862,0,0,0.049412,94.637
10,0.84379,0,0,0.066673,51.257
12,0.83549,0,0,0.057695,71.587
14,0.83934,0,0,0.050324,94.88
2,0.9593,0,0,0.071556,43.95
4,0.94173,0,0,0.063609,57.524
6,0.9174,0,0,0.058674,66.397
8,0.9037,0,0,0.053657,91.155
10,0.89,0,0,0.045818,103.78
12,0.84834,0,0,0.054537,75.731
14,0.84818,0,0,0.0458,95.954
2,0.96009,0,0,0.070178,45.754
4,0.94627,0,0,0.060371,69.104
6,0.91109,0,0,0.065699,63.256
8,0.90306,0,0,0.053333,83.461
10,0.85943,0,0,0.059806,71.706
12,0.86931,0,0,0.046331,107.91
14,0.86317,0,0,0.042132,131.08
2,0.95925,0,0,0.071608,44.082
4,0.94379,0,0,0.062938,64.663
6,0.91033,0,0,0.065585,57.981
8,0.8908,0,0,0.060297,71.596
10,0.86707,0,0,0.055335,72.159
12,0.86589,0,0,0.047154,109.92
14,0.86594,0,0,0.040036,164.79
2,0.95703,0,0,0.074206,40.421
4,0.94596,0,0,0.058418,62.956
6,0.92492,0,0,0.054693,83.261
8,0.89434,0,0,0.060056,75.24
10,0.87907,0,0,0.050627,92.286
12,0.87996,0,0,0.041574,141.69
14,0.87752,0,0,0.039245,174.1
2,0.95518,0,0,0.078705,39.157
4,0.94124,0,0,0.06459,56.22
6,0.91601,0,0,0.061496,70.257
8,0.89525,0,0,0.05667,77.211
10,0.88723,0,0,0.047851,101.82
12,0.88902,0,0,0.039924,151.25
14,0.88797,0,0,0.034281,186.58
2,0.96249,0,0,0.066014,50.822
4,0.9337,0,0,0.073009,48.253
6,0.92371,0,0,0.055123,78.308
8,0.90599,0,0,0.051478,88.517
10,0.89858,0,0,0.041859,136.45
12,0.89804,0,0,0.035744,209.57
14,0.89508,0,0,0.032315,213.75
2,0.95613,0,0,0.076548,40.372
4,0.94433,0,0,0.06152,60.501
6,0.91387,0,0,0.062356,67.367
8,0.90909,0,0,0.04992,98.28
10,0.90977,0,0,0.037395,174.69
12,0.90951,0,0,0.030401,202.07
14,0.90983,0,0,0.027455,268.42
2,0.96313,0,0,0.063914,50.533
4,0.94123,0,0,0.064617,58.347
6,0.92105,0,0,0.057513,81.64
8,0.91938,0,0,0.044301,133.49
10,0.91778,0,0,0.03552,196.45
12,0.91937,0,0,0.028609,249.38
